corp_code,corp_name,stock_code,rcept_dt,report_name,rcept_no,report_text,dividend_amount
1251577,휴네시온,290270,20250207,현금ㆍ현물배당결정              ,20250207901347,,
1251577,휴네시온,290270,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900515,,
1251577,휴네시온,290270,20240412,[기재정정]현금ㆍ현물배당결정              ,20240412900359,,
1251577,휴네시온,290270,20240207,현금ㆍ현물배당결정              ,20240207901184,,
1251577,휴네시온,290270,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900748,,
1251577,휴네시온,290270,20230412,[기재정정]현금ㆍ현물배당결정,20230412900284,,
1251577,휴네시온,290270,20230210,현금ㆍ현물배당결정,20230210900441,,
1251577,휴네시온,290270,20221212,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221212900307,,
1251577,휴네시온,290270,20220407,[기재정정]현금ㆍ현물배당결정,20220407900701,,
154392,에스트라,16570,20130308,현금ㆍ현물배당결정,20130308800694,,
108490,엔피케이,48830,20250226,현금ㆍ현물배당결정              ,20250226901128,,
108490,엔피케이,48830,20240226,현금ㆍ현물배당결정              ,20240226900821,,
108490,엔피케이,48830,20230227,현금ㆍ현물배당결정,20230227900840,,
108490,엔피케이,48830,20220228,현금ㆍ현물배당결정,20220228900556,,
108490,엔피케이,48830,20210226,현금ㆍ현물배당결정,20210226900679,,
108490,엔피케이,48830,20200227,현금ㆍ현물배당결정,20200227900871,,
108490,엔피케이,48830,20190228,현금ㆍ현물배당결정,20190228901739,,
164779,SK하이닉스,660,20250423,현금ㆍ현물배당결정              ,20250423800599,,
164779,SK하이닉스,660,20250423,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250423800596,,
164779,SK하이닉스,660,20250227,[기재정정]현금ㆍ현물배당결정              ,20250227800009,,
260930,에스엠,41510,20250210,현금ㆍ현물배당결정              ,20250210900804,,
260930,에스엠,41510,20240207,현금ㆍ현물배당결정              ,20240207900621,,
171636,한솔홀딩스,4150,20250211,현금ㆍ현물배당결정              ,20250211801032,,
171636,한솔홀딩스,4150,20250211,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250211800808,,
171636,한솔홀딩스,4150,20250207,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250207800412,,
171636,한솔홀딩스,4150,20250207,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250207800404,,
171636,한솔홀딩스,4150,20250204,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250204800433,,
171636,한솔홀딩스,4150,20250204,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250204800427,,
171636,한솔홀딩스,4150,20241216,기타경영사항(자율공시)              (배당기준일 변경 안내),20241216801261,,
171636,한솔홀딩스,4150,20240807,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240807800310,,
171636,한솔홀딩스,4150,20240807,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20240807800307,,
171636,한솔홀딩스,4150,20240327,[기재정정]현금ㆍ현물배당결정              ,20240327801005,,
171636,한솔홀딩스,4150,20240213,현금ㆍ현물배당결정              ,20240213800757,,
171636,한솔홀딩스,4150,20240213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240213800706,,
171636,한솔홀딩스,4150,20240206,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240206800481,,
171636,한솔홀딩스,4150,20240206,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20240206800474,,
171636,한솔홀딩스,4150,20240205,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20240205800449,,
171636,한솔홀딩스,4150,20240205,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240205800446,,
171636,한솔홀딩스,4150,20231215,기타경영사항(자율공시)(정관 변경에 따른 배당기준일 안내),20231215801374,,
306454,한국정보인증,53300,20250307,현금ㆍ현물배당결정              ,20250307900483,,
306454,한국정보인증,53300,20240312,현금ㆍ현물배당결정              ,20240312900861,,
181712,SK,34730,20250425,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250425800007,,
181712,SK,34730,20250425,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250425800005,,
181712,SK,34730,20250307,[기재정정]현금ㆍ현물배당결정              ,20250307801420,,
181712,SK,34730,20250307,[기재정정]현금ㆍ현물배당결정              ,20250307801326,,
181712,SK,34730,20250307,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250307800773,,
181712,SK,34730,20250226,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250226800994,,
181712,SK,34730,20250212,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250212800009,,
181712,SK,34730,20250212,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250212800006,,
181712,SK,34730,20250206,현금ㆍ현물배당결정              ,20250206800758,,
181712,SK,34730,20250205,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250205801106,,
181712,SK,34730,20250205,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250205801103,,
632304,JW홀딩스,96760,20250211,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250211801398,,
632304,JW홀딩스,96760,20250211,현금ㆍ현물배당결정              ,20250211801378,,
632304,JW홀딩스,96760,20250210,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250210801472,,
632304,JW홀딩스,96760,20240207,현금ㆍ현물배당결정              ,20240207801246,,
632304,JW홀딩스,96760,20240207,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240207801214,,
632304,JW홀딩스,96760,20240206,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240206800594,,
531829,엠아이텍,179290,20250422,[기재정정]현금ㆍ현물배당결정              ,20250422900174,,
531829,엠아이텍,179290,20250226,현금ㆍ현물배당결정              ,20250226900199,,
531829,엠아이텍,179290,20240415,[기재정정]현금ㆍ현물배당결정              ,20240415900343,,
531829,엠아이텍,179290,20240312,현금ㆍ현물배당결정              ,20240312900545,,
531829,엠아이텍,179290,20230411,[기재정정]현금ㆍ현물배당결정,20230411900165,,
531829,엠아이텍,179290,20230315,현금ㆍ현물배당결정,20230315900154,,
531829,엠아이텍,179290,20220407,[기재정정]현금ㆍ현물배당결정,20220407900092,,
198378,녹십자셀,31390,20210208,현금ㆍ현물배당결정,20210208900747,,
198378,녹십자셀,31390,20200210,현금ㆍ현물배당결정,20200210900648,,
198378,녹십자셀,31390,20190222,현금ㆍ현물배당결정,20190222900444,,
238199,로지시스,67730,20250221,현금ㆍ현물배당결정              ,20250221900307,,
238199,로지시스,67730,20240221,현금ㆍ현물배당결정              ,20240221900941,,
238199,로지시스,67730,20230224,현금ㆍ현물배당결정,20230224900470,,
238199,로지시스,67730,20220406,[기재정정]현금ㆍ현물배당결정,20220406900347,,
238199,로지시스,67730,20220225,현금ㆍ현물배당결정,20220225900693,,
238199,로지시스,67730,20210225,현금ㆍ현물배당결정,20210225900566,,
238199,로지시스,67730,20200227,현금ㆍ현물배당결정,20200227901079,,
159412,한국제지,2300,20200227,현금ㆍ현물배당결정,20200227800774,,
159412,한국제지,2300,20190226,현금ㆍ현물배당결정,20190226800983,,
159412,한국제지,2300,20180222,현금ㆍ현물배당결정,20180222800923,,
414850,효성 ITX,94280,20250425,현금ㆍ현물배당결정              ,20250425800901,,
414850,효성 ITX,94280,20250221,현금ㆍ현물배당결정              ,20250221800335,,
414850,효성 ITX,94280,20241031,현금ㆍ현물배당결정              ,20241031800700,,
414850,효성 ITX,94280,20240726,현금ㆍ현물배당결정              ,20240726800583,,
414850,효성 ITX,94280,20240426,현금ㆍ현물배당결정              ,20240426800681,,
414850,효성 ITX,94280,20240221,현금ㆍ현물배당결정              ,20240221800394,,
414850,효성 ITX,94280,20231027,현금ㆍ현물배당결정,20231027800345,,
414850,효성 ITX,94280,20230728,현금ㆍ현물배당결정,20230728800224,,
414850,효성 ITX,94280,20230428,현금ㆍ현물배당결정,20230428800552,,
1360875,탑머티리얼,360070,20240308,현금ㆍ현물배당결정              ,20240308900298,,
945457,아이진,185490,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900737,,
1276594,신한알파리츠,293940,20250425,부동산투자회사금전배당결정              ,20250425800856,,
1276594,신한알파리츠,293940,20241106,부동산투자회사금전배당결정              ,20241106800243,,
604268,에이프로,262260,20250328,배당락              ,20250328903033,,
604268,에이프로,262260,20250307,현금ㆍ현물배당결정              ,20250307900834,,
604268,에이프로,262260,20250307,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250307900808,,
604268,에이프로,262260,20240311,현금ㆍ현물배당결정              ,20240311900073,,
604268,에이프로,262260,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900481,,
126308,삼성E&A,28050,20250123,현금ㆍ현물배당결정              ,20250123800230,,
163114,서연,7860,20250311,현금ㆍ현물배당결정              ,20250311801459,,
163114,서연,7860,20250307,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250307801170,,
163114,서연,7860,20240313,현금ㆍ현물배당결정              ,20240313802559,,
163114,서연,7860,20240313,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240313802377,,
163114,서연,7860,20230314,현금ㆍ현물배당결정(자회사의 주요경영사항),20230314801910,,
163114,서연,7860,20230314,현금ㆍ현물배당결정,20230314801752,,
163114,서연,7860,20220310,현금ㆍ현물배당결정,20220310801738,,
163114,서연,7860,20220310,현금ㆍ현물배당결정(자회사의 주요경영사항),20220310801700,,
163114,서연,7860,20211216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항),20211216800160,,
988364,SGA솔루션즈,184230,20241226,배당락              (주식배당),20241226901040,,
988364,SGA솔루션즈,184230,20241216,주식배당결정              ,20241216900395,,
988364,SGA솔루션즈,184230,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216900378,,
988364,SGA솔루션즈,184230,20231226,배당락(주식배당),20231226900904,,
988364,SGA솔루션즈,184230,20231214,주식배당결정,20231214900347,,
988364,SGA솔루션즈,184230,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214900228,,
825223,화신정공,126640,20250305,현금ㆍ현물배당결정              ,20250305900237,,
825223,화신정공,126640,20240304,현금ㆍ현물배당결정              ,20240304900162,,
825223,화신정공,126640,20230303,현금ㆍ현물배당결정,20230303900179,,
825223,화신정공,126640,20220303,현금ㆍ현물배당결정,20220303900168,,
825223,화신정공,126640,20210303,현금ㆍ현물배당결정,20210303900248,,
825223,화신정공,126640,20200225,현금ㆍ현물배당결정,20200225900389,,
825223,화신정공,126640,20190226,현금ㆍ현물배당결정,20190226900310,,
148984,시알홀딩스,480,20250227,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250227800955,,
148984,시알홀딩스,480,20250218,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250218800804,,
148984,시알홀딩스,480,20250218,현금ㆍ현물배당결정              ,20250218800369,,
148984,시알홀딩스,480,20240624,현금ㆍ현물배당결정              ,20240624800077,,
148984,시알홀딩스,480,20240624,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240624800075,,
148984,시알홀딩스,480,20240624,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240624800070,,
148984,시알홀딩스,480,20240624,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20240624800043,,
148984,시알홀딩스,480,20240311,[기재정정]현금ㆍ현물배당결정              ,20240311800127,,
148984,시알홀딩스,480,20240220,현금ㆍ현물배당결정              ,20240220800286,,
606293,나이스디앤비,130580,20250306,현금ㆍ현물배당결정              ,20250306901289,,
606293,나이스디앤비,130580,20250306,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250306901259,,
606293,나이스디앤비,130580,20240229,현금ㆍ현물배당결정              ,20240229900996,,
606293,나이스디앤비,130580,20230223,현금ㆍ현물배당결정,20230223900906,,
606293,나이스디앤비,130580,20220224,현금ㆍ현물배당결정,20220224901041,,
606293,나이스디앤비,130580,20210304,현금ㆍ현물배당결정,20210304900722,,
606293,나이스디앤비,130580,20200228,현금ㆍ현물배당결정,20200228900404,,
606293,나이스디앤비,130580,20190228,현금ㆍ현물배당결정,20190228900791,,
127167,삼영무역,2810,20250225,현금ㆍ현물배당결정              ,20250225800547,,
127167,삼영무역,2810,20241212,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241212800712,,
127167,삼영무역,2810,20240308,현금ㆍ현물배당결정              ,20240308800476,,
127167,삼영무역,2810,20231214,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231214800494,,
127167,삼영무역,2810,20230215,현금ㆍ현물배당결정,20230215800823,,
127167,삼영무역,2810,20220216,현금ㆍ현물배당결정,20220216800556,,
127167,삼영무역,2810,20210217,현금ㆍ현물배당결정,20210217800564,,
123143,보령,3850,20250228,현금ㆍ현물배당결정              ,20250228800867,,
123143,보령,3850,20240228,현금ㆍ현물배당결정              ,20240228800886,,
857480,사람인,143240,20250227,현금ㆍ현물배당결정              ,20250227900670,,
857480,사람인,143240,20250227,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250227900619,,
857480,사람인,143240,20241217,기타경영사항(자율공시)              (배당기준일 변경 안내),20241217900312,,
857480,사람인,143240,20240229,현금ㆍ현물배당결정              ,20240229901172,,
857480,사람인,143240,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900641,,
857480,사람인,143240,20230308,현금ㆍ현물배당결정,20230308900548,,
1468061,레뷰코퍼레이션,443250,20250613,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20250613900379,,
101664,경보제약,214390,20250225,현금ㆍ현물배당결정              ,20250225800801,,
101664,경보제약,214390,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216801623,,
101664,경보제약,214390,20240226,현금ㆍ현물배당결정              ,20240226800699,,
101664,경보제약,214390,20230215,현금ㆍ현물배당결정,20230215800902,,
983040,한진칼,180640,20250225,현금ㆍ현물배당결정              ,20250225801335,,
983040,한진칼,180640,20250224,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250224800703,,
983040,한진칼,180640,20240221,현금ㆍ현물배당결정              ,20240221800413,,
983040,한진칼,180640,20240220,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240220800639,,
1524093,DL이앤씨,375500,20250220,현금ㆍ현물배당결정              ,20250220800552,,
1596425,SK스퀘어,402340,20250423,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250423800600,,
1596425,SK스퀘어,402340,20250423,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250423800597,,
1596425,SK스퀘어,402340,20250227,[기재정정]현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250227800010,,
1596425,SK스퀘어,402340,20250123,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250123800012,,
1596425,SK스퀘어,402340,20250123,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정(자회사의 주요경영사항)              ,20250123800008,,
1596425,SK스퀘어,402340,20241029,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20241029800651,,
1596425,SK스퀘어,402340,20240726,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240726800637,,
1596425,SK스퀘어,402340,20240424,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240424800621,,
1232192,티디에스팜,464280,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900626,,
209780,케이씨,29460,20250206,현금ㆍ현물배당결정              ,20250206800925,,
209780,케이씨,29460,20250206,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250206800914,,
209780,케이씨,29460,20241211,기타경영사항(자율공시)              (배당기준일 변경 안내),20241211800517,,
209780,케이씨,29460,20240208,현금ㆍ현물배당결정              ,20240208801276,,
209780,케이씨,29460,20230209,현금ㆍ현물배당결정,20230209800947,,
209780,케이씨,29460,20220210,현금ㆍ현물배당결정,20220210801220,,
1181515,엘앤씨바이오,290650,20241213,현금ㆍ현물배당결정              ,20241213901057,,
1181515,엘앤씨바이오,290650,20231215,현금ㆍ현물배당결정,20231215900341,,
1307335,공구우먼,366030,20250212,현금ㆍ현물배당결정              ,20250212900362,,
1307335,공구우먼,366030,20241212,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241212900152,,
1307335,공구우먼,366030,20240214,현금ㆍ현물배당결정              ,20240214900925,,
1307335,공구우먼,366030,20231213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231213900307,,
1307335,공구우먼,366030,20230220,현금ㆍ현물배당결정,20230220900400,,
1307335,공구우먼,366030,20221215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221215901198,,
352064,프리엠스,53160,20250211,현금ㆍ현물배당결정              ,20250211901078,,
352064,프리엠스,53160,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216900480,,
352064,프리엠스,53160,20240129,현금ㆍ현물배당결정,20240129900505,,
352064,프리엠스,53160,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900708,,
352064,프리엠스,53160,20230210,현금ㆍ현물배당결정,20230210900215,,
352064,프리엠스,53160,20221215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221215900549,,
352064,프리엠스,53160,20220214,현금ㆍ현물배당결정,20220214900626,,
352064,프리엠스,53160,20211215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211215900509,,
352064,프리엠스,53160,20210210,현금ㆍ현물배당결정,20210210901123,,
402110,시큐브,131090,20241230,[기재정정]현금ㆍ현물배당결정              ,20241230900177,,
402110,시큐브,131090,20241213,현금ㆍ현물배당결정              ,20241213901076,,
402110,시큐브,131090,20240206,현금ㆍ현물배당결정              ,20240206900765,,
402110,시큐브,131090,20230127,[기재정정]현금ㆍ현물배당결정,20230127900325,,
402110,시큐브,131090,20221219,현금ㆍ현물배당결정,20221219900489,,
402110,시큐브,131090,20211229,[기재정정]현금ㆍ현물배당결정,20211229900317,,
402110,시큐브,131090,20211228,배당락(주식배당),20211228900766,,
402110,시큐브,131090,20211214,현금ㆍ현물배당결정,20211214900957,,
402110,시큐브,131090,20211214,주식배당결정,20211214900955,,
136226,신성델타테크,65350,20250225,현금ㆍ현물배당결정              ,20250225900763,,
136226,신성델타테크,65350,20241202,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241202900173,,
136226,신성델타테크,65350,20240208,현금ㆍ현물배당결정              ,20240208900796,,
136226,신성델타테크,65350,20231215,[기재정정]현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215901026,,
136226,신성델타테크,65350,20231215,[기재정정]현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215901017,,
136226,신성델타테크,65350,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900504,,
136226,신성델타테크,65350,20230227,현금ㆍ현물배당결정,20230227900877,,
682992,우리벤처파트너스,298870,20230303,현금ㆍ현물배당결정,20230303900995,,
682992,우리벤처파트너스,298870,20220225,현금ㆍ현물배당결정,20220225900546,,
454937,덕신이피씨,90410,20250219,현금ㆍ현물배당결정              ,20250219900452,,
454937,덕신이피씨,90410,20240306,현금ㆍ현물배당결정              ,20240306900106,,
454937,덕신이피씨,90410,20230207,현금ㆍ현물배당결정,20230207900278,,
562245,태웅로직스,124560,20250225,현금ㆍ현물배당결정              ,20250225900277,,
562245,태웅로직스,124560,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900380,,
562245,태웅로직스,124560,20240228,현금ㆍ현물배당결정              ,20240228900275,,
562245,태웅로직스,124560,20230227,현금ㆍ현물배당결정,20230227900194,,
245472,티씨케이,64760,20250205,현금ㆍ현물배당결정              ,20250205900404,,
245472,티씨케이,64760,20240207,현금ㆍ현물배당결정              ,20240207900724,,
245472,티씨케이,64760,20230210,현금ㆍ현물배당결정,20230210900356,,
245472,티씨케이,64760,20220209,현금ㆍ현물배당결정,20220209900698,,
245472,티씨케이,64760,20211216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211216900784,,
323868,웹케시,53580,20250403,[기재정정]현금ㆍ현물배당결정              ,20250403900727,,
323868,웹케시,53580,20250207,현금ㆍ현물배당결정              ,20250207901313,,
323868,웹케시,53580,20240329,[기재정정]현금ㆍ현물배당결정              ,20240329903681,,
323868,웹케시,53580,20240205,현금ㆍ현물배당결정              ,20240205901001,,
323868,웹케시,53580,20220406,[기재정정]현금ㆍ현물배당결정,20220406900327,,
323868,웹케시,53580,20220208,현금ㆍ현물배당결정,20220208900345,,
525864,피앤씨테크,237750,20241216,현금ㆍ현물배당결정              ,20241216900921,,
603348,케이아이엔엑스,93320,20250312,현금ㆍ현물배당결정              ,20250312900570,,
603348,케이아이엔엑스,93320,20240313,현금ㆍ현물배당결정              ,20240313901854,,
603348,케이아이엔엑스,93320,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215901073,,
603348,케이아이엔엑스,93320,20230315,현금ㆍ현물배당결정,20230315900323,,
603348,케이아이엔엑스,93320,20220406,[기재정정]현금ㆍ현물배당결정,20220406900617,,
603348,케이아이엔엑스,93320,20220314,현금ㆍ현물배당결정,20220314900788,,
369107,우리바이오,82850,20241216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241216900726,,
369107,우리바이오,82850,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900966,,
369107,우리바이오,82850,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216900723,,
369107,우리바이오,82850,20211215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20211215900950,,
111689,아진전자부품,9320,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216800783,,
130408,서산,79650,20190304,현금ㆍ현물배당결정,20190304900497,,
200275,YTN,40300,20230314,현금ㆍ현물배당결정,20230314901264,,
129235,삼화왕관,4450,20250613,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250613800148,,
129235,삼화왕관,4450,20250228,현금ㆍ현물배당결정              ,20250228800372,,
129235,삼화왕관,4450,20240801,현금ㆍ현물배당결정              ,20240801800159,,
129235,삼화왕관,4450,20240613,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240613800162,,
129235,삼화왕관,4450,20240223,현금ㆍ현물배당결정              ,20240223800356,,
129235,삼화왕관,4450,20230802,현금ㆍ현물배당결정,20230802800121,,
129235,삼화왕관,4450,20230613,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20230613800157,,
129235,삼화왕관,4450,20230224,현금ㆍ현물배당결정,20230224800194,,
129235,삼화왕관,4450,20220802,현금ㆍ현물배당결정,20220802800132,,
129235,삼화왕관,4450,20220613,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20220613800063,,
129235,삼화왕관,4450,20220225,현금ㆍ현물배당결정,20220225800180,,
129235,삼화왕관,4450,20210802,현금ㆍ현물배당결정,20210802800102,,
129235,삼화왕관,4450,20210611,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20210611800108,,
129235,삼화왕관,4450,20210226,현금ㆍ현물배당결정,20210226800178,,
129235,삼화왕관,4450,20200804,현금ㆍ현물배당결정,20200804800075,,
129235,삼화왕관,4450,20200612,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20200612800366,,
549891,케어젠,214370,20250613,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20250613900107,,
549891,케어젠,214370,20250210,현금ㆍ현물배당결정              ,20250210900486,,
549891,케어젠,214370,20241205,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241205900108,,
549891,케어젠,214370,20240705,현금ㆍ현물배당결정              (중간배당),20240705900122,,
549891,케어젠,214370,20240614,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20240614900120,,
549891,케어젠,214370,20240205,현금ㆍ현물배당결정              ,20240205900629,,
549891,케어젠,214370,20231208,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231208900129,,
1436479,토마토시스템,393210,20241213,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20241213900678,,
1436479,토마토시스템,393210,20240213,현금ㆍ현물배당결정              ,20240213900634,,
1436479,토마토시스템,393210,20231215,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20231215900997,,
134510,SJG세종,33530,20250307,현금ㆍ현물배당결정              ,20250307800691,,
134510,SJG세종,33530,20240308,현금ㆍ현물배당결정              ,20240308801058,,
134510,SJG세종,33530,20230310,현금ㆍ현물배당결정,20230310800860,,
134510,SJG세종,33530,20220225,현금ㆍ현물배당결정,20220225801315,,
1210066,리파인,377450,20221216,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20221216900283,,
162461,한화솔루션,9830,20250220,현금ㆍ현물배당결정              ,20250220800341,,
1204056,하이브,352820,20250310,[기재정정]현금ㆍ현물배당결정              ,20250310801320,,
1204056,하이브,352820,20250225,현금ㆍ현물배당결정              ,20250225800602,,
1204056,하이브,352820,20250225,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20250225800566,,
160588,한화,880,20250225,현금ㆍ현물배당결정              ,20250225800536,,
226316,호전실업,111110,20250227,현금ㆍ현물배당결정              ,20250227800488,,
226316,호전실업,111110,20240229,현금ㆍ현물배당결정              ,20240229801240,,
226316,호전실업,111110,20230302,현금ㆍ현물배당결정,20230302800484,,
577380,신진에스엠,138070,20250214,현금ㆍ현물배당결정              ,20250214900955,,
577380,신진에스엠,138070,20240215,현금ㆍ현물배당결정              ,20240215900205,,
577380,신진에스엠,138070,20230216,현금ㆍ현물배당결정,20230216900299,,
577380,신진에스엠,138070,20220214,현금ㆍ현물배당결정,20220214900570,,
1217014,트윔,290090,20241002,현금ㆍ현물배당결정              (분기배당),20241002900175,,
1217014,트윔,290090,20240911,중간(분기)배당을위한주주명부폐쇄(기준일)결정              ,20240911900115,,
160375,진양폴리우레탄,10640,20250123,현금ㆍ현물배당결정              ,20250123800673,,
160375,진양폴리우레탄,10640,20240718,현금ㆍ현물배당결정              ,20240718800296,,
160375,진양폴리우레탄,10640,20240614,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20240614800319,,
160375,진양폴리우레탄,10640,20240129,현금ㆍ현물배당결정,20240129800798,,
160375,진양폴리우레탄,10640,20230720,현금ㆍ현물배당결정,20230720800377,,
160375,진양폴리우레탄,10640,20230615,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20230615800262,,
160375,진양폴리우레탄,10640,20230127,현금ㆍ현물배당결정,20230127800689,,
160375,진양폴리우레탄,10640,20220721,현금ㆍ현물배당결정,20220721800276,,
160375,진양폴리우레탄,10640,20220615,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20220615800432,,
160375,진양폴리우레탄,10640,20220128,현금ㆍ현물배당결정,20220128800951,,
160375,진양폴리우레탄,10640,20210722,현금ㆍ현물배당결정,20210722800263,,
160375,진양폴리우레탄,10640,20210614,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,20210614800140,,
160375,진양폴리우레탄,10640,20210201,현금ㆍ현물배당결정,20210201800576,,
160375,진양폴리우레탄,10640,20200807,[기재정정]현금ㆍ현물배당결정,20200807800535,,
160375,진양폴리우레탄,10640,20200724,현금ㆍ현물배당결정,20200724800493,,
