corp_name,stock_code,rcept_dt,report_nm,rcept_no,per_share_common,yield_common,total_amount,record_date,payment_date,meeting_held,meeting_date,board_decision_date,days_to_payment,days_to_payment_missing
와이엠티,251370,1970-01-01 00:00:00.020220411,[기재정정]현금ㆍ현물배당결정,20220411900138,75.0,0.3,1121623350.0,2021-12-31,2022-04-25,주주총회,2022-03-31,2022-03-14,19106.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020250305,현금ㆍ현물배당결정              ,20250305800229,700.0,0.89,1620815000.0,2024-12-31,,개최,2025-03-27,2025-03-05,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020250227,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250227800404,1800.0,1.2,8765652600.0,2024-12-31,,개최,2025-03-20,2025-02-27,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020250226,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20250226800294,600.0,1.88,2077590000.0,2024-12-31,,개최,2025-03-19,2025-02-26,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020241010,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20241010800129,300.0,0.89,1039770000.0,2024-09-30,,미개최,-,2024-10-10,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020240718,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240718800284,700.0,0.5,3418176300.0,2024-06-30,2024-07-31,미개최,-,2024-07-18,19934.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020240307,현금ㆍ현물배당결정              ,20240307800420,700.0,0.89,1620815000.0,2023-12-31,,개최,2024-03-29,2024-03-07,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020240228,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240228800170,500.0,1.47,1742950000.0,2023-12-31,,개최,2024-03-20,2024-02-28,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020240215,현금ㆍ현물배당결정(자회사의 주요경영사항)              ,20240215801143,1400.0,1.0,6892352600.0,2023-12-31,,개최,2024-03-21,2024-02-15,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020231011,현금ㆍ현물배당결정(자회사의 주요경영사항),20231011800105,500.0,1.44,1742950000.0,2023-09-30,2023-10-25,미개최,-,2023-10-11,19654.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020230713,현금ㆍ현물배당결정(자회사의 주요경영사항),20230713800181,700.0,0.47,3476221700.0,2023-06-30,2023-07-27,미개최,-,2023-07-13,19564.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020230308,현금ㆍ현물배당결정,20230308800781,700.0,0.6,1620815000.0,2022-12-31,,개최,2023-03-30,2023-03-08,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020230302,현금ㆍ현물배당결정(자회사의 주요경영사항),20230302800196,300.0,0.55,1050874800.0,2022-12-31,,개최,2023-03-22,2023-03-02,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020230216,현금ㆍ현물배당결정(자회사의 주요경영사항),20230216800306,1400.0,0.9,7008400000.0,2022-12-31,,개최,2023-03-23,2023-02-16,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020221014,현금ㆍ현물배당결정(자회사의 주요경영사항),20221014800131,575.0,1.01,2036541325.0,2022-09-30,2022-10-26,미개최,-,2022-10-14,19290.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020220714,현금ㆍ현물배당결정(자회사의 주요경영사항),20220714800168,900.0,0.45,4513500000.0,2022-06-30,2022-07-28,미개최,-,2022-07-14,19200.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020220302,현금ㆍ현물배당결정,20220302800270,500.0,0.3,1157575000.0,2021-12-31,,개최,2022-03-31,2022-03-02,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020220224,현금ㆍ현물배당결정(자회사의 주요경영사항),20220224800856,1400.0,0.7,7021000000.0,2021-12-31,,개최,2022-03-25,2022-02-24,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020210708,현금ㆍ현물배당결정(자회사의 주요경영사항),20210708800167,700.0,0.4,3524500000.0,2021-06-30,2021-07-26,미개최,-,2021-07-08,18833.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020211012,현금ㆍ현물배당결정(자회사의 주요경영사항),20211012800075,4300.0,6.2,15409050000.0,2021-09-30,2021-10-25,미개최,-,2021-10-12,18924.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020210226,현금ㆍ현물배당결정,20210226800253,500.0,0.66,1159999500.0,2020-12-31,,개최,2021-03-29,2021-02-26,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020210224,현금ㆍ현물배당결정(자회사의 주요경영사항),20210224800466,1200.0,1.2,6060000000.0,2020-12-31,,개최,2021-03-18,2021-02-24,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020201014,현금ㆍ현물배당결정(자회사의 주요경영사항),20201014800092,6700.0,17.9,24053000000.0,2020-09-30,2020-10-26,미개최,-,2020-10-14,18560.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020200708,현금ㆍ현물배당결정(자회사의 주요경영사항),20200708800178,500.0,0.6,2550000000.0,2020-06-30,2020-07-17,미개최,-,2020-07-08,18459.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020200408,현금ㆍ현물배당결정(자회사의 주요경영사항),20200408800207,3200.0,11.6,11583097600.0,2020-03-31,2020-04-20,미개최,-,2020-04-08,18371.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020200227,현금ㆍ현물배당결정(자회사의 주요경영사항),20200227801193,1200.0,1.6,6321469200.0,2019-12-31,,개최,2020-03-19,2020-02-27,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020200226,현금ㆍ현물배당결정,20200226800411,400.0,1.0,932709600.0,2019-12-31,,개최,2020-03-25,2020-02-26,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020191016,현금ㆍ현물배당결정(자회사의 주요경영사항),20191016800100,200.0,0.8,724357600.0,2019-09-30,2019-10-28,미개최,-,2019-10-16,18196.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020190711,현금ㆍ현물배당결정(자회사의 주요경영사항),20190711800324,500.0,0.65,2633945500.0,2019-06-30,2019-07-25,미개최,-,2019-07-11,18101.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020190227,현금ㆍ현물배당결정,20190227800501,400.0,1.1,932709600.0,2018-12-31,,개최,2019-03-27,2019-02-27,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020190213,현금ㆍ현물배당결정(자회사의 주요경영사항),20190213800738,1200.0,1.9,6265531200.0,2018-12-31,,개최,2019-03-13,2019-02-13,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020180213,현금ㆍ현물배당결정(자회사의 주요경영사항),20180213800790,500.0,0.9,2589555500.0,2017-12-31,,개최,2018-03-13,2018-02-13,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020170215,현금ㆍ현물배당결정,20170215800346,5500.0,1.2,3606025500.0,2016-12-31,,개최,2017-03-28,2017-02-15,-1.0,1
미원홀딩스,107590,1970-01-01 00:00:00.020140709,현금ㆍ현물배당결정,20140709800591,2500.0,0.8,1801182500.0,2014-06-30,2014-07-25,미개최,-,2014-07-09,16275.0,0
미원홀딩스,107590,1970-01-01 00:00:00.020160217,현금ㆍ현물배당결정,20160217800237,2500.0,0.8,1700917500.0,2015-12-31,,개최,2016-03-08,2016-02-17,-1.0,1
DMS,68790,1970-01-01 00:00:00.020250314,현금ㆍ현물배당결정              ,20250314900462,100.0,1.61,2257022400.0,2025-01-01,,이사회,2025-03-31,2025-03-14,-1.0,1
DMS,68790,1970-01-01 00:00:00.020240308,[기재정정]현금ㆍ현물배당결정              ,20240308900516,90.0,1.3,2199533760.0,2023-12-31,,이사회,2024-03-26,2024-03-08,-1.0,1
DMS,68790,1970-01-01 00:00:00.020240306,[기재정정]현금ㆍ현물배당결정              ,20240306901165,90.0,1.3,2199533760.0,2023-12-31,,이사회,2024-03-21,2024-03-06,-1.0,1
DMS,68790,1970-01-01 00:00:00.020240216,현금ㆍ현물배당결정              ,20240216900582,60.0,0.86,1466355840.0,2023-12-31,,이사회,2024-03-21,2024-02-16,-1.0,1
DMS,68790,1970-01-01 00:00:00.020230307,현금ㆍ현물배당결정,20230307900196,125.0,2.03,3054908000.0,2022-12-31,,이사회,2023-03-23,2022-03-07,-1.0,1
DMS,68790,1970-01-01 00:00:00.020220406,[기재정정]현금ㆍ현물배당결정,20220406900464,100.0,1.5,2443926400.0,2021-12-31,2022-04-07,이사회,2022-03-25,2022-02-09,19088.0,0
DMS,68790,1970-01-01 00:00:00.020220209,현금ㆍ현물배당결정,20220209900503,100.0,1.5,2443926400.0,2021-12-31,,이사회,2022-03-25,2022-02-09,-1.0,1
DMS,68790,1970-01-01 00:00:00.020210209,[기재정정]현금ㆍ현물배당결정,20210209900369,100.0,1.18,2443926400.0,2020-12-31,,이사회,2021-03-26,2021-02-09,-1.0,1
DMS,68790,1970-01-01 00:00:00.020200213,현금ㆍ현물배당결정,20200213900229,75.0,1.4,1658151750.0,2019-12-31,,이사회,2020-03-27,2020-02-13,-1.0,1
DMS,68790,1970-01-01 00:00:00.020180209,현금ㆍ현물배당결정,20180209900341,50.0,0.78,1145737850.0,2017-12-31,,이사회,-,2018-02-09,-1.0,1
DMS,68790,1970-01-01 00:00:00.020190214,현금ㆍ현물배당결정,20190214900795,100.0,2.15,2300975700.0,2018-12-31,,이사회,-,2019-02-14,-1.0,1
DMS,68790,1970-01-01 00:00:00.020161223,현금ㆍ현물배당결정,20161223900069,50.0,0.6,1127487850.0,2016-12-31,,주주총회,-,2016-12-23,-1.0,1
이비테크,208850,1970-01-01 00:00:00.020230228,현금ㆍ현물배당결정,20230228601644,50.0,1.0,141012500.0,2022-12-31,,주주총회,2023-03-30,2023-02-28,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020250221,현금ㆍ현물배당결정              ,20250221900150,600.0,3.3,4592100600.0,2024-12-31,2025-04-11,주주총회,2025-03-24,2025-02-21,20188.0,0
동양이엔피,79960,1970-01-01 00:00:00.020230224,현금ㆍ현물배당결정,20230224900562,300.0,2.0,2358000000.0,2022-12-31,2023-04-14,주주총회,2023-03-27,2023-02-24,19460.0,0
동양이엔피,79960,1970-01-01 00:00:00.020240223,현금ㆍ현물배당결정              ,20240223900533,400.0,2.0,3144000000.0,2023-12-31,2024-04-12,주주총회,2024-03-25,2024-02-23,19824.0,0
동양이엔피,79960,1970-01-01 00:00:00.020220225,현금ㆍ현물배당결정,20220225900746,300.0,1.6,2358000000.0,2021-12-31,,주주총회,2022-03-28,2022-02-25,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020200220,현금ㆍ현물배당결정,20200220900848,300.0,1.8,2267673900.0,2019-12-31,,주주총회,-,2020-02-20,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020210226,현금ㆍ현물배당결정,20210226900649,400.0,2.4,3144000000.0,2020-12-31,,주주총회,2021-03-29,2021-02-26,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020190221,현금ㆍ현물배당결정,20190221900621,300.0,3.2,2298000000.0,2018-12-31,,주주총회,2019-03-25,2019-02-21,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020180223,현금ㆍ현물배당결정,20180223900811,300.0,2.5,2298000000.0,2017-12-31,2018-04-19,주주총회,2018-03-26,2018-02-23,17639.0,0
동양이엔피,79960,1970-01-01 00:00:00.020170223,현금ㆍ현물배당결정,20170223900612,300.0,2.3,2298000000.0,2016-12-31,,주주총회,2017-03-27,2017-02-23,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020160311,현금ㆍ현물배당결정,20160311900729,300.0,2.1,2298000000.0,2015-12-31,,이사회,2016-03-28,2016-03-11,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020150213,현금ㆍ현물배당결정,20150213900380,300.0,2.6,2298000000.0,2014-12-31,,이사회,-,2015-02-13,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020130215,현금ㆍ현물배당결정,20130215900592,300.0,2.1,2298000000.0,2012-12-31,,미개최,-,2013-02-15,-1.0,1
동양이엔피,79960,1970-01-01 00:00:00.020140212,현금ㆍ현물배당결정,20140212900293,300.0,1.6,2298000000.0,2013-12-31,,이사회,-,2014-02-12,-1.0,1
라온테크,232680,1970-01-01 00:00:00.020250306,현금ㆍ현물배당결정              ,20250306900330,50.0,0.8,595845350.0,2024-12-31,,주주총회,2025-03-26,2025-03-06,-1.0,1
라온테크,232680,1970-01-01 00:00:00.020240312,현금ㆍ현물배당결정              ,20240312900370,30.0,0.3,366960420.0,2023-12-31,,주주총회,2024-03-28,2024-03-12,-1.0,1
라온테크,232680,1970-01-01 00:00:00.020230224,현금ㆍ현물배당결정,20230224900176,50.0,0.6,623954100.0,2022-12-31,,주주총회,2023-03-29,2023-02-24,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020230307,현금ㆍ현물배당결정,20230307800658,500.0,6.2,18107089000.0,2022-12-31,,개최,2023-03-28,2023-03-07,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020220315,현금ㆍ현물배당결정,20220315801338,800.0,6.7,28706910700.0,2021-12-31,,개최,2022-03-30,2022-03-15,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020210309,현금ㆍ현물배당결정,20210309800362,500.0,5.4,17947254000.0,2020-12-31,,개최,2021-03-26,2021-03-09,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020200305,현금ㆍ현물배당결정,20200305801114,500.0,4.3,17647966500.0,2019-12-31,,개최,2020-03-27,2020-03-05,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020190307,현금ㆍ현물배당결정,20190307801402,500.0,4.2,17647967000.0,2018-12-31,,개최,2019-03-29,2019-03-07,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020180308,현금ㆍ현물배당결정,20180308800853,500.0,5.3,17685033500.0,2017-12-31,,개최,2018-03-30,2018-03-08,-1.0,1
금호건설,2990,1970-01-01 00:00:00.020170316,현금ㆍ현물배당결정,20170316801926,300.0,3.1,10622832600.0,2016-12-31,,개최,2017-03-31,2017-03-16,-1.0,1
토비스,51360,1970-01-01 00:00:00.020250225,현금ㆍ현물배당결정              ,20250225900178,300.0,1.5,4566961800.0,2024-12-31,,주주총회,2025-03-26,2025-02-25,-1.0,1
토비스,51360,1970-01-01 00:00:00.020240226,현금ㆍ현물배당결정              ,20240226900219,160.0,1.0,2459712960.0,2023-12-31,,주주총회,2024-03-26,2024-02-26,-1.0,1
토비스,51360,1970-01-01 00:00:00.020230227,현금ㆍ현물배당결정,20230227900447,100.0,1.1,1527320600.0,2022-12-31,,주주총회,2023-03-28,2023-02-27,-1.0,1
토비스,51360,1970-01-01 00:00:00.020220223,현금ㆍ현물배당결정,20220223900341,100.0,1.2,1546283900.0,2021-12-31,,주주총회,2022-03-21,2022-02-23,-1.0,1
토비스,51360,1970-01-01 00:00:00.020200220,현금ㆍ현물배당결정,20200220900468,240.0,2.5,3664874160.0,2019-12-31,,주주총회,2020-03-24,2020-02-20,-1.0,1
토비스,51360,1970-01-01 00:00:00.020190218,현금ㆍ현물배당결정,20190218900280,200.0,2.9,3142819200.0,2018-12-31,,주주총회,2019-03-21,2019-02-18,-1.0,1
토비스,51360,1970-01-01 00:00:00.020180307,[기재정정]현금ㆍ현물배당결정,20180307900813,160.0,2.1,2607278560.0,2017-12-31,,주주총회,2018-03-22,2017-12-20,-1.0,1
토비스,51360,1970-01-01 00:00:00.020171220,현금ㆍ현물배당결정,20171220900308,160.0,1.5,2588078560.0,2017-12-31,,주주총회,-,2017-12-20,-1.0,1
토비스,51360,1970-01-01 00:00:00.020161229,[기재정정]현금ㆍ현물배당결정,20161229900529,160.0,1.9,2588078560.0,2016-12-31,,주주총회,-,2016-12-23,-1.0,1
토비스,51360,1970-01-01 00:00:00.020161223,현금ㆍ현물배당결정,20161223900203,160.0,1.5,2588078560.0,2016-12-31,,주주총회,-,2016-12-23,-1.0,1
토비스,51360,1970-01-01 00:00:00.020151229,[기재정정]현금ㆍ현물배당결정,20151229900525,200.0,2.4,3303826600.0,2015-12-31,,주주총회,-,2015-12-24,-1.0,1
토비스,51360,1970-01-01 00:00:00.020151224,현금ㆍ현물배당결정,20151224900161,200.0,1.5,3263826600.0,2015-12-31,,주주총회,-,2015-12-24,-1.0,1
토비스,51360,1970-01-01 00:00:00.020141230,[기재정정]현금ㆍ현물배당결정,20141230900445,160.0,1.0,2502651520.0,2014-12-31,,주주총회,-,2014-12-24,-1.0,1
토비스,51360,1970-01-01 00:00:00.020141224,현금ㆍ현물배당결정,20141224900270,160.0,1.5,2502651520.0,2014-12-31,,주주총회,-,2014-12-24,-1.0,1
토비스,51360,1970-01-01 00:00:00.020131223,현금ㆍ현물배당결정,20131223900061,100.0,1.5,1546322000.0,2013-12-31,,주주총회,-,2013-12-23,-1.0,1
토비스,51360,1970-01-01 00:00:00.020140303,[기재정정]현금ㆍ현물배당결정,20140303900401,100.0,1.5,1550322000.0,2013-12-31,,주주총회,2014-03-21,2013-12-23,-1.0,1
파인테크닉스,106240,1970-01-01 00:00:00.020220210,현금ㆍ현물배당결정,20220210900252,25.0,0.21,1127128250.0,2021-12-31,2022-04-15,주주총회,2022-03-28,2022-02-10,19096.0,0
파인테크닉스,106240,1970-01-01 00:00:00.020170214,현금ㆍ현물배당결정,20170214900800,25.0,0.75,834446500.0,2016-12-31,,주주총회,2017-03-29,2017-02-14,-1.0,1
에스엘에스바이오,246250,1970-01-01 00:00:00.020240328,[기재정정]현금ㆍ현물배당결정              ,20240328901084,50.0,0.9887,383705150.0,2024-02-29,,주주총회,2024-03-28,2024-02-26,-1.0,1
파인테크닉스,106240,1970-01-01 00:00:00.020130214,현금ㆍ현물배당결정(현금배당결정),20130214900150,25.0,0.6,412227600.0,2012-12-31,,개최,2013-03-29,2013-02-14,-1.0,1
파인테크닉스,106240,1970-01-01 00:00:00.020160212,현금ㆍ현물배당결정,20160212900974,25.0,0.82,801166425.0,2015-12-31,,주주총회,2016-03-30,2016-02-12,-1.0,1
에스엘에스바이오,246250,1970-01-01 00:00:00.020240229,[기재정정]현금ㆍ현물배당결정              ,20240229900339,50.0,0.9887,383705150.0,2024-02-29,,주주총회,2024-03-28,2024-02-26,-1.0,1
에스엘에스바이오,246250,1970-01-01 00:00:00.020240226,현금ㆍ현물배당결정              ,20240226900494,50.0,0.9923,383705150.0,2024-02-29,,주주총회,2024-03-28,2024-02-26,-1.0,1
체시스,33250,1970-01-01 00:00:00.020130902,현금ㆍ현물배당결정,20130902800183,20.0,1.3,331810500.0,2013-06-30,,개최,2013-09-23,2013-09-02,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020250327,[기재정정]현금ㆍ현물배당결정              ,20250327901272,170.0,2.1,2535863310.0,2024-12-31,2025-04-11,주주총회,2025-03-26,2025-02-11,20188.0,0
유비쿼스,264450,1970-01-01 00:00:00.020250211,현금ㆍ현물배당결정              ,20250211901409,170.0,2.1,2535863310.0,2024-12-31,,주주총회,2025-03-26,2025-02-11,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020240403,[기재정정]현금ㆍ현물배당결정              ,20240403900428,510.0,3.0,5225310060.0,2023-12-31,2024-04-12,주주총회,2024-03-28,2024-03-06,19824.0,0
유비쿼스,264450,1970-01-01 00:00:00.020230403,[기재정정]현금ㆍ현물배당결정,20230403900588,420.0,2.8,4302270840.0,2022-12-31,2023-04-11,주주총회,2023-03-29,2023-03-14,19457.0,0
유비쿼스,264450,1970-01-01 00:00:00.020240306,현금ㆍ현물배당결정              ,20240306900273,510.0,3.0,5225310060.0,2023-12-31,,주주총회,2024-03-28,2024-03-06,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020220405,[기재정정]현금ㆍ현물배당결정,20220405900283,560.0,2.5,5736361120.0,2021-12-31,2022-04-12,주주총회,2022-03-29,2022-02-09,19093.0,0
유비쿼스,264450,1970-01-01 00:00:00.020230314,현금ㆍ현물배당결정,20230314900823,420.0,2.8,4302270840.0,2022-12-31,,주주총회,2023-03-29,2023-03-14,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020220314,[기재정정]현금ㆍ현물배당결정,20220314900527,560.0,2.5,5736361120.0,2021-12-31,,주주총회,2022-03-29,2022-02-09,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020210406,[기재정정]현금ㆍ현물배당결정,20210406900342,320.0,1.3,3277920640.0,2020-12-31,2021-04-12,주주총회,2021-03-25,2021-02-09,18728.0,0
유비쿼스,264450,1970-01-01 00:00:00.020220209,현금ㆍ현물배당결정,20220209901008,560.0,2.5,5736361120.0,2021-12-31,,주주총회,-,2022-02-09,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020210310,[기재정정]현금ㆍ현물배당결정,20210310900328,320.0,1.3,3277920640.0,2020-12-31,,주주총회,2021-03-25,2021-02-09,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020210209,현금ㆍ현물배당결정,20210209901188,320.0,1.3,3277920640.0,2020-12-31,,주주총회,-,2021-02-09,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020200406,[기재정정]현금ㆍ현물배당결정,20200406900691,450.0,1.6,2304787950.0,2019-12-31,2020-04-10,주주총회,2020-03-24,2020-02-11,18361.0,0
유비쿼스,264450,1970-01-01 00:00:00.020190211,현금ㆍ현물배당결정,20190211900834,600.0,1.7,3073050600.0,2018-12-31,,주주총회,-,2019-02-11,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020200211,현금ㆍ현물배당결정,20200211900339,450.0,1.6,2304787950.0,2019-12-31,,주주총회,-,2020-02-11,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020250122,현금ㆍ현물배당결정              ,20250122800213,750.0,3.4,98659304250.0,2025-03-28,,개최,-,2025-01-22,-1.0,1
유비쿼스,264450,1970-01-01 00:00:00.020180208,현금ㆍ현물배당결정,20180208900492,500.0,2.1,2560875500.0,2017-12-31,,주주총회,-,2018-02-08,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020240130,현금ㆍ현물배당결정,20240130800385,1000.0,3.0,131545739000.0,2024-03-29,,개최,-,2024-01-30,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020230131,현금ㆍ현물배당결정,20230131800276,1000.0,3.1,131545739000.0,2022-12-31,,개최,-,2023-01-31,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020210128,현금ㆍ현물배당결정,20210128800355,500.0,1.3,65773000000.0,2020-12-31,,개최,-,2021-01-28,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020220127,현금ㆍ현물배당결정,20220127800381,1000.0,2.4,131545739000.0,2021-12-31,,개최,-,2022-01-27,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020200129,현금ㆍ현물배당결정,20200129800393,750.0,2.3,98453000000.0,2019-12-31,,개최,-,2020-01-29,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020190125,현금ㆍ현물배당결정,20190125800350,750.0,1.6,98453000000.0,2018-12-31,,개최,-,2019-01-25,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020180126,현금ㆍ현물배당결정,20180126800562,750.0,1.3,98453000000.0,2017-12-31,,개최,-,2018-01-26,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020170125,현금ㆍ현물배당결정,20170125800209,750.0,1.3,98452983750.0,2016-12-31,,개최,-,2017-01-25,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020160127,현금ㆍ현물배당결정,20160127800421,750.0,1.4,97771861500.0,2015-12-31,,개최,-,2016-01-27,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020140207,현금ㆍ현물배당결정,20140207800325,500.0,0.6,57939251000.0,2013-12-31,,개최,-,2014-02-07,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020150129,현금ㆍ현물배당결정,20150129800486,750.0,1.1,86908876500.0,2014-12-31,,개최,-,2015-01-29,-1.0,1
현대제철,4020,1970-01-01 00:00:00.020130131,현금ㆍ현물배당결정,20130131800299,500.0,0.6,42142747500.0,2012-12-31,,개최,-,2013-01-31,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020250312,현금ㆍ현물배당결정              ,20250312801047,15.0,1.2,896262450.0,2024-12-31,2025-04-30,개최,2025-03-31,2025-03-12,20207.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020240808,현금ㆍ현물배당결정              ,20240808800285,5.0,0.3,225761400.0,2024-06-30,2024-08-28,미개최,-,2024-08-08,19962.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020240313,현금ㆍ현물배당결정              ,20240313801258,15.0,0.9,677284200.0,2023-12-31,2024-04-27,개최,2024-03-28,2024-03-13,19839.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020230810,현금ㆍ현물배당결정,20230810800753,5.0,0.3,225761400.0,2023-06-30,2023-08-29,미개최,-,2023-08-10,19597.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020230310,현금ㆍ현물배당결정,20230310801219,15.0,0.8,677284200.0,2022-12-31,2023-04-28,개최,2023-03-29,2023-03-10,19474.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020220810,현금ㆍ현물배당결정,20220810800532,5.0,0.3,221561400.0,2022-06-30,2022-08-29,미개최,-,2022-08-10,19232.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020220308,현금ㆍ현물배당결정,20220308801213,15.0,0.6,664684200.0,2021-12-31,2022-04-28,개최,2022-03-29,2022-03-08,19109.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020210809,현금ㆍ현물배당결정,20210809800541,5.0,0.2,221561400.0,2021-06-30,2021-08-27,미개최,-,2021-08-09,18865.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020210305,현금ㆍ현물배당결정,20210305800451,15.0,0.5,664684200.0,2020-12-31,,개최,2021-03-24,2021-03-05,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020200814,현금ㆍ현물배당결정,20200814801440,5.0,0.4,221561400.0,2020-06-30,,미개최,-,2020-08-14,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020190808,현금ㆍ현물배당결정,20190808800230,10.0,0.7,443122800.0,2019-06-30,,미개최,-,2019-08-08,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020200306,현금ㆍ현물배당결정,20200306801182,20.0,1.6,886245600.0,2019-12-31,,개최,2020-03-25,2020-03-06,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020190304,현금ㆍ현물배당결정,20190304801047,15.0,1.1,664684200.0,2018-12-31,,개최,2019-03-21,2019-03-04,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020180813,현금ㆍ현물배당결정,20180813800143,5.0,0.3,221561400.0,2018-06-30,2018-08-31,미개최,-,2018-08-13,17773.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020180309,현금ㆍ현물배당결정,20180309801232,150.0,1.5,664684200.0,2017-12-31,,개최,2018-03-30,2018-03-09,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020170804,현금ㆍ현물배당결정,20170804800141,50.0,0.5,221561400.0,2017-06-30,2017-08-24,미개최,-,2017-08-04,17401.0,0
까뮤이앤씨,13700,1970-01-01 00:00:00.020170308,현금ㆍ현물배당결정,20170308800383,100.0,0.9,381062675.0,2016-12-31,,개최,2017-03-24,2017-03-08,-1.0,1
까뮤이앤씨,13700,1970-01-01 00:00:00.020160811,현금ㆍ현물배당결정,20160811800483,50.0,0.4,164029575.0,2016-06-30,2016-08-31,미개최,-,2016-08-11,17043.0,0
